tanggal,temp_max,temp_avg,temp_min,ev_pan,dew point,rh,ws_avg,ws_max,sr,pp_air
10/1/2021,33.2,29.7,27.2,4.2,24.5,73.8,5.1,1.2,8,1010.3
10/2/2021,31,28.9,25.6,4.3,23.8,74,2.6,1,3.2,1009.9
10/3/2021,32.8,29.5,26.8,4,23,68.2,6.7,2.2,3,1009.3
10/4/2021,32.2,28.1,25.4,5.8,23.2,74.6,5.7,1.2,7.7,1008.8
10/5/2021,33,29.2,26.2,3.4,22.9,68.6,6.2,1.4,4.6,1007.9
10/6/2021,32.4,28.9,25.8,5,23.4,72.4,3.6,0.9,6.8,1008.1
10/7/2021,32.4,29.3,25.8,3.6,22.4,66.4,7.7,1.6,5.5,1008.9
10/8/2021,31.6,29.1,26.6,6.2,23.4,71.1,5.1,1.3,6.4,1009.7
10/9/2021,33.4,30.3,27.4,3.3,24,69.2,7.2,1.8,5.6,1009
10/10/2021,33.2,29.9,27,5.5,24,70.5,5.1,1.7,9.8,1008.8
10/11/2021,33.4,29.5,26.6,5,22.8,67.4,9.3,2.4,7,1008.2
10/12/2021,32.8,30.2,27.4,6.6,23.4,67.1,5.1,1.1,5.8,1007.5
10/13/2021,32.8,30.2,27.4,5,23.3,66.5,5.1,1.2,8,1008
10/14/2021,32.8,29.9,27.8,6.8,24.1,71,7.7,1.6,7,1008.1
10/15/2021,34,29.9,26.8,5.2,23.6,68.9,5.1,1.1,2.7,1007.7
10/16/2021,33.2,30.5,27.8,4.8,24.3,69.5,5.1,1.5,5,1008.3
10/17/2021,33.8,30.2,25.2,5,24.7,72.7,3.1,1.3,5.7,1008.9
10/19/2021,32.2,28.4,26.2,2.7,23.5,75.1,5.1,1.4,0,1013.1
10/20/2021,32.4,29,26,3.2,24.5,77.1,3.6,1,2.6,1012
10/21/2021,31.4,28.9,26,4.9,24.4,76.8,5.1,1,5.8,1011.4
10/22/2021,32.4,29.4,26.6,4,23.8,71.9,5.1,1.3,4,1012.2
10/23/2021,32.8,29.7,27,4,24.4,73.1,5.1,1.3,3.5,1011.4
10/24/2021,33.2,30.3,27.6,6,24.3,70.5,4.1,1.2,3.6,1010.2
10/25/2021,32.6,28.9,26.2,5.5,23.9,74.5,3.6,1.4,8,1009.4
10/26/2021,33.8,30,26.4,3,24.3,71.9,5.1,1.4,3.2,1009.3
10/27/2021,32.6,28.1,25.4,4.7,24.6,81.3,7.2,1.8,6,1010.3
10/28/2021,31.2,26.9,25,5.1,24.5,86.6,4.1,0.9,3.4,1011.3
10/29/2021,32.4,29.3,26,2.2,23.7,71.8,5.1,1.5,2,1011.6
10/30/2021,32.6,29,26.6,5.5,24.4,76.3,5.7,1.8,8,1011.1
10/31/2021,32.8,28.9,26.8,5.1,24.2,75.8,4.1,1.1,7.2,1010.5
11/1/2021,31.2,27.5,25.8,4.2,24.6,84.2,3.6,0.8,4.5,1011.1
11/2/2021,31.8,28.3,25.8,2,23.7,76.1,5.1,1.2,1.6,1010
11/3/2021,31.8,28.8,26.4,5,24.2,76.5,3.6,0.8,6,1009.4
11/4/2021,31.8,28.6,26.6,4.6,24.4,77.9,5.1,1.5,5.2,1008.8
11/5/2021,29.6,27.7,26.2,4.6,24.5,82.7,2.1,0.5,5.8,1008.4
11/6/2021,32,29.6,26.6,2,24.7,75.2,6.2,1.7,1.4,1006.8
11/7/2021,32,27.1,25.2,6.6,24.2,84.2,7.2,1.9,7.8,1007.5
11/8/2021,31.8,29.2,25.6,5.8,24.5,75.7,3.1,0.9,1.8,1007.9
11/9/2021,31.6,28.9,26.4,5,24.4,77.1,4.1,1.4,4.5,1008.5
11/10/2021,32.8,28.6,26,1.6,24,76.5,5.7,1.3,3.4,1009.6
11/11/2021,31.2,28.7,26.6,3,23.2,72,5.7,2.2,1.1,1009.2
11/12/2021,33.4,28.2,24.8,2.3,23.4,75.5,3.1,0.8,0,1009.5
11/13/2021,31.6,27.3,25.4,4.4,24.6,85.1,3.1,0.7,1.5,1009.7
11/14/2021,34.2,29.5,26,3.5,24.4,74.2,4.6,1.4,1.7,1009.1
11/15/2021,29,27.7,26.6,5,23.1,76.3,4.1,2.1,3,1008.9
11/16/2021,33.6,29.4,26.4,5.5,23.7,71.6,4.1,1.4,0,1008.8
11/17/2021,34,30,27,4.4,23.8,69.5,3.6,0.9,3,1008.7
11/18/2021,33.4,29.3,26,4.8,23.9,73,4.1,0.9,6.5,1007.6
11/19/2021,30,27.9,26.4,3.2,22.9,74.1,4.6,1.6,3,1007.3
11/20/2021,31.6,27.8,25.2,3,24.1,80.6,6.7,1.9,0.2,1007.9
11/21/2021,32.4,29.6,27.2,4.6,23.9,71.2,4.6,2.3,2.4,1008.2
11/22/2021,32.2,29.1,26.2,4.8,24.2,74.8,5.1,1.7,6,1007.9
11/23/2021,32,27.9,25.8,4.3,22.2,71.2,7.7,3.5,3,1008.8
11/24/2021,33.6,29.6,27,3,22,63.6,4.1,1.9,2.6,1008.6
11/25/2021,33,29.3,26.8,7,23.4,70.7,6.2,1.3,1.2,1008.3
11/26/2021,33.8,27.4,25.2,5,23.9,80.9,5.1,1.5,2.2,1009.1
11/27/2021,32.6,27.1,24.2,5.4,23,78.5,4.1,2.4,4,1009.9
11/28/2021,32.2,27.9,25.6,4.4,23.4,76.7,8.2,3.9,4.5,1009
11/29/2021,32,28.9,26.6,4.8,23.6,73.1,4.1,1.9,1.2,1008.3
11/30/2021,31.4,29.1,27.2,4.2,23.8,73.1,6.2,1.2,5,1008.8
12/1/2021,34.4,29.9,27.4,2,22.1,62.8,6.7,2.5,0.7,1009.2
12/2/2021,34.8,30.7,27,8.7,23.7,66.3,4.1,2.6,2.4,1009.4
12/3/2021,32.4,29.6,27.8,6.3,23.6,70.6,4.6,1.6,6.5,1010.2
12/4/2021,28,26.4,25.6,2,23.6,84.6,3.6,1.1,1,1011.3
12/5/2021,27.8,26.2,24.4,3.5,23.4,85.1,2.6,0.4,0,1010.5
12/6/2021,30.6,26.8,24.2,1.1,23.9,84.2,5.1,1.1,0,1009.8
12/7/2021,28.8,26.8,24.4,2.4,24.3,86.1,2.6,0.8,2.5,1010.6
12/8/2021,31.4,28.1,25.4,2.7,24.5,80.9,5.1,1.3,0,1010.6
12/9/2021,30.8,28,25.8,5.6,25,83.8,5.1,1.8,5,1010.8
12/10/2021,31.8,28.1,25,3.6,24.6,81.6,5.1,1.6,2.5,1010.8
12/11/2021,30.6,27.9,25.6,3.6,24.5,82.1,3.1,1.5,5.7,1010.6
12/12/2021,32.4,29.3,26.4,3.4,23.7,71.9,6.7,2,4.2,1009.6
12/13/2021,32,29.6,26.8,4.4,24.3,73.5,5.1,2,4,1008.2
12/14/2021,31.2,28.6,26.8,5.2,25.1,81.6,8.2,1.5,7,1008
12/15/2021,31.4,28.5,26.8,4.8,24.3,78.2,3.6,0.7,0.3,1008.3
12/16/2021,32.2,28.1,25.8,2.3,24.7,81.8,5.1,1.4,2,1008.3
12/17/2021,32,28.4,26.2,2.7,24,77.1,5.1,1,2.4,1008.5
12/18/2021,33,28.3,26,4.4,24.1,78.2,6.2,1.5,5,1008.9
12/19/2021,32.4,29.3,26.6,3.7,25.1,78.1,3.1,0.9,5.2,1010.1
12/20/2021,32.6,27.9,26,4.7,24.4,81.4,4.1,0.8,6,1011.1
12/21/2021,29.6,26.7,24.6,1.5,24.5,87.9,5.1,0.6,1,1011.6
12/22/2021,31.8,28.6,25.6,1.8,24,76.1,3.6,0.9,0.6,1010.5
12/23/2021,31.4,26.7,24.6,4.6,24.1,85.4,3.1,0.6,4.7,1010.1
12/24/2021,31.8,28.1,26,3.7,24.3,79.7,5.1,1.1,2,1009.7
12/25/2021,31.4,27.7,24,3,24,80.5,3.1,1.3,3.6,1011.3
12/26/2021,31.2,28.6,24.2,2.1,23.8,75.4,2.6,0.9,3,1011.5
12/27/2021,30.6,28.3,26.2,4.5,24.1,78.3,7.2,1.8,5,1011.7
12/28/2021,31,27.9,25,7.5,24.5,81.7,7.7,1.8,7.2,1010.6
12/29/2021,30.4,28.3,25.2,3.6,24.5,80.2,3.6,0.9,3.8,1010.5
12/30/2021,30.2,27.7,25.8,4.1,24.8,84.5,5.1,1.2,2,1010.3
12/31/2021,33,29.2,26.2,2.9,24.1,74.1,3.6,0.9,0,1010.1
1/1/2022,32.4,29.2,26.4,3,23.9,73.2,2.6,1,4,1009.8
1/2/2022,32.2,28.2,25.8,2,23.8,76.8,6.2,2.4,3.5,1009.4
1/3/2022,32.4,29.3,25.8,7.7,23.4,70.7,5.1,1.7,2.9,1009.4
1/4/2022,32.2,29.2,26.6,4.4,24.1,74,5.1,1,6.2,1010.4
1/5/2022,32.6,28.9,25.8,3.6,24.4,76.9,5.1,1.4,5.6,1010.3
1/6/2022,31.4,27.8,25.6,7.5,25,84.5,5.1,0.8,7.5,1010.9
1/7/2022,34.4,29,26.4,4.8,23.6,73,5.1,1.3,2,1010.8
1/8/2022,32.4,29.4,26.6,1.3,24.5,75.1,3.6,1,6.9,1010.2
1/9/2022,32,29.3,27,8.4,24.4,74.8,8.2,1.6,7,1009
1/10/2022,30.8,27.6,24.8,4.3,24.2,81.9,6.7,1.5,1.5,1010.2
1/11/2022,31,26.7,24.4,3.3,24.1,85.5,7.2,1.2,1,1011.3
1/12/2022,31.2,26.7,24.6,2.4,24,84.9,6.7,1.8,3.4,1011.4
1/13/2022,30,27.5,24.6,2.8,24.2,82,6.2,1.1,5,1011.4
1/14/2022,31.4,27.2,24.6,1.7,24.2,83.9,3.6,1.2,0,1011
1/15/2022,29,27.4,24.8,2,24.8,85.9,5.1,1.4,0.6,1010.9
1/16/2022,28.6,27.2,25.2,1.6,24.9,87.4,6.2,1.5,0.4,1010.6
1/17/2022,30.2,27.9,25.2,1.2,25,84.1,6.2,1.4,0,1009.8
1/18/2022,28.4,26,24.6,1.9,24.4,91.1,6.2,2.2,4,1009.6
1/19/2022,29.8,27.1,24.6,0.8,24,83.3,8.2,2.3,0.2,1009.2
1/20/2022,28.8,26,24.8,3.4,23.2,84.3,4.1,1.3,5.8,1010.1
1/21/2022,31,27.8,25.2,2.5,23.9,79.2,7.2,1.4,0,1009.7
1/22/2022,30.4,27.8,24.8,1,24,79.9,6.2,2.1,5,1009.5
1/23/2022,32.2,29.6,26.4,5.7,23.8,71.3,8.7,3.6,3.2,1008.5
1/24/2022,34.4,30.1,26.8,6.3,24,69.9,7.2,1.7,6,1007.6
1/25/2022,30.8,28.6,25.6,4.2,24.9,80.5,4.6,1.2,8,1008.3
1/26/2022,29.8,27.7,25.6,0.8,24.4,82.1,4.1,1.4,1.5,1009.2
1/27/2022,31.2,28.5,25.6,5.9,24.3,78,5.1,1.7,0,1009.8
1/28/2022,32.4,28.4,25.8,3.8,23.9,76.8,5.1,0.7,6,1010
1/29/2022,30.2,28.1,25.8,1.6,23.9,78.1,6.2,1.9,3,1009.7
1/30/2022,31.4,28.8,26,2,24.3,76.8,7.2,1.6,0.6,1009.4
1/31/2022,31.2,28.6,26.4,6.4,24,76.3,8.7,2,3.7,1009.2
2/1/2022,31,28.1,24.4,5,24.3,79.8,3.1,1.3,5,1009.2
2/2/2022,31,28.3,26.2,3.8,24.7,80.7,7.2,1.1,5.5,1010.1
2/3/2022,32,28.4,23.6,4,24.1,77.7,4.1,1.5,3.8,1009.2
2/4/2022,31,27.1,25,6.7,24.3,84.5,6.7,1.7,5.8,1008.6
2/5/2022,28.4,26.2,25.2,4.3,24.1,88.1,2.6,0.9,3.5,1008.8
2/6/2022,31,28,25.4,2.9,24.5,81.5,7.7,2.6,0,1008.4
2/7/2022,30.2,28.2,25.8,5,24.2,78.8,5.7,1.4,1.7,1008.8
2/8/2022,27.8,26.3,25.2,6,24.8,91.2,6.2,0.3,5.8,1009.8
2/9/2022,30.8,27.2,24.8,4.4,23.6,80.6,8.2,2.8,0,1009.5
2/10/2022,30.6,27.8,25.2,3.5,23.5,77.2,6.2,1.5,6,1008.3
2/11/2022,30.2,28.3,25.6,2,23.9,77,7.2,1.4,0.3,1007.8
2/12/2022,29.2,27.9,26.2,3.4,24.5,81.9,7.2,1.6,0.5,1006.8
2/13/2022,29.2,27,25.2,2.3,24.1,84.1,6.2,1.4,0,1007.1
2/14/2022,30,27,24.6,2.9,23.5,81.5,6.2,0.7,0.2,1008.6
2/15/2022,32.6,27.7,25.2,2.5,24,80.3,5.1,0.9,0.1,1008
2/16/2022,32.4,28,25,4.2,24.3,80.1,5.1,1.3,2.2,1006.5
2/17/2022,30.8,28.2,25,6.2,24.3,79.4,3.6,0.7,7.8,1007.5
2/18/2022,29.6,27.4,25.8,3.2,24.9,86.3,3.1,0.3,5,1009.2
2/19/2022,31.4,28,26,3.7,24.5,81.5,4.1,1.1,0,1009.9
2/20/2022,30.2,28.1,26,5.2,24.5,80.8,5.7,1.1,2.2,1009.8
2/21/2022,32.2,28.7,25.6,1.8,24,75.7,4.6,0.8,1.6,1009.8
2/22/2022,34,29.2,25.2,2.5,24,73.7,7.7,1.4,3,1010.2
2/23/2022,31.8,27.4,24.4,5,23.5,79.2,5.1,2.2,2.5,1011.2
2/24/2022,33,29.4,25.2,4.8,22,64.6,6.7,2.2,0.6,1010.3
2/25/2022,29.8,27.5,24.6,4.6,22.6,74.7,3.6,1.7,1.5,1010.4
2/26/2022,32.4,28.2,25.8,4.4,23,73.5,5.1,2.3,1.2,1010.3
2/27/2022,30.4,28,26.2,4.5,23.5,76.7,6.7,1.9,2.2,1009.6
2/28/2022,30.4,28,24.8,5,24.1,79.3,7.7,1.5,2,1009.2
3/1/2022,29,26.6,24.6,3.2,23.6,83.6,4.6,1.1,1.2,1009.9
3/2/2022,32,28,25.2,1,23.8,78,4.1,1.7,0,1008.9
