tanggal,rr,pp_air,rh_avg,sr_avg,wd_avg,ws_avg,ws_max,tt_air_avg,tt_air_max,tt_air_min,tt_sea,wl_pan,ev_pan
7/10/2023,8.4,1011.71,86.98,338.05,132.31,2.48,8.4,26.43,29.4,24,338.05,338.05,0.13
7/12/2023,0,1012.86,74.85,691.78,117.5,3.84,9.5,26.85,28.6,25.1,691.78,691.78,0.08
7/13/2023,1.2,1013.85,80.26,328.82,114.62,2.52,7.6,25.76,28.5,24.2,328.82,328.82,0.15
7/14/2023,5.2,1013.15,83.59,317.98,114.12,2.54,8.5,26.03,28.6,24.4,317.98,317.98,0.05
7/15/2023,2.6,1013.67,84.22,522.28,107.69,3.27,8.9,25.96,27.8,23.4,522.28,522.28,0.02
7/16/2023,0,1012.5,82.24,355.35,113.75,2.59,7.5,26.36,28.6,23.9,355.35,355.35,0.08
7/17/2023,0,,,,,,8.1,,27.7,24.8,973,973,
7/18/2023,,,,,,,,,,,,,
7/19/2023,,,,,,,,,,,,,
7/20/2023,0,,,,,,8,,28.1,27.6,,27.6,
7/23/2023,,,,,,,,,,,,,
7/24/2023,0,,,,,,2.5,,25.3,24.3,,24.3,
7/25/2023,0,1013.8,73.1,663.8,120,3.1,6.5,27.7,28.1,24.3,663.8,663.8,
7/27/2023,,,,,,,,,,,,,
7/28/2023,,,,,,,,,,,,,
7/29/2023,,,,,,,,,,,,,
7/30/2023,,,,,,,,,,,,,
7/31/2023,,,,,,,,,,,,,
8/1/2023,,,,,,,,,,,,,
8/2/2023,,,,,,,,,,,,,
8/3/2023,,,,,,,,,,,,,
8/4/2023,,,,,,,,,,,,,
8/5/2023,,,,,,,,,,,,,
8/6/2023,,,,,,,,,,,,,
8/7/2023,,,,,,,,,,,,,
8/8/2023,,,,,,,,,,,,,
8/9/2023,,,,,,,,,,,,,
8/10/2023,,,,,,,,,,,,,
8/11/2023,,,,,,,,,,,,,
8/12/2023,,,,,,,,,,,,,
8/13/2023,0,,,,,,6.8,,28.4,22,,22,
8/14/2023,0,,,,,,6.4,,28.6,21.7,,21.7,
8/15/2023,0,,,,,,8.3,,28.5,22.2,,22.2,
8/16/2023,0,,,,,,7.2,,28.5,22.4,,22.4,
8/17/2023,3.8,,,,,,9.1,,28.6,22.5,,22.5,
8/18/2023,1.2,1014.6,88.7,597.5,120,3.1,9.3,24.6,26.6,22.1,597.5,597.5,
8/19/2023,0,1013.2,71.7,778.5,140,3.7,8.2,26.7,27.8,22.7,778.5,778.5,0.1
8/20/2023,0,1012.6,73.4,657.7,130,3.6,6.9,27.2,28,22.9,657.7,657.7,
8/21/2023,0,1013.7,72.7,663.6,120,3.1,6.1,27.9,28.1,24.5,663.6,663.6,0.3
8/22/2023,0,1013.2,73,812.4,120,4,8.1,27.5,27.9,27.2,812.4,812.4,0.1
8/23/2023,0,1013.2,77.2,909.5,110,4.2,7.9,27,27.5,24.9,909.5,909.5,0.1
8/24/2023,0,1013.8,73.9,712.3,120,3.9,7.9,26.7,27,26.5,712.3,712.3,0
8/26/2023,0,,,,,,7.6,,27.6,25.7,,25.7,
8/27/2023,0,,,,,,7.1,,27.6,26.5,,26.5,
8/28/2023,0,1013.5,73.3,695.1,130,3.5,7.2,27.4,27.6,22.6,695.1,695.1,0.1
8/29/2023,0,1012.6,69.5,861.6,130,4.1,7.9,27.4,27.5,23.5,861.6,861.6,0.2
8/30/2023,0,1012.3,73.6,782.7,120,3.5,7.9,26.8,27.3,23,782.7,782.7,0
8/31/2023,0,1013.1,70.8,677.9,130,3.4,7.7,27.1,27.4,23.2,677.9,677.9,
9/1/2023,0,,,,,,5.9,,26.5,25.3,,25.3,
9/2/2023,0,,,,,,10.3,,27.9,21.8,,21.8,
9/3/2023,0,1013.7,69.9,814.5,130,4,7.5,26.9,27.3,21.1,814.5,814.5,0.1
9/4/2023,0,1013.2,61.8,821.2,130,3.9,8.2,27.8,28.2,21.9,821.2,821.2,0
9/5/2023,0,1012.1,65.6,774.2,130,4,9.1,27.7,27.9,21.2,774.2,774.2,
9/7/2023,0,,,,,,5.5,,25.1,23.3,,23.3,
9/8/2023,0,,,,,,8.3,,28.4,23.2,,23.2,
9/9/2023,,,,,,,26.5,,,26.9,246.14,246.14,
9/10/2023,,,,,,,23.5,,,24.5,27.24,27.24,
9/11/2023,,,,,,,22.8,,,23.4,27.66,27.66,
9/12/2023,0,,,,,,22.9,,28.7,22.9,26.85,26.85,
9/13/2023,0,1013.73,77.19,939.93,136.48,5.62,7.4,28.74,29.5,24.4,34.4,34.4,
9/14/2023,0.2,,,,,,7.3,,29.5,24.8,,1096,
9/15/2023,0,,,,,,7.3,,29.4,24.7,,1362,
9/16/2023,0,,,,,,7,,29.4,25.1,,1308,
9/17/2023,0,,,,,,7.5,,28.9,24.6,,1209,
9/18/2023,0,1012.41,76.2,930.55,128.55,1.97,6.5,28.44,28.9,24.7,32.91,32.91,
9/19/2023,0,,,,,,6.1,,29.3,23.3,,1194,
9/20/2023,0,,,,,,6.7,,29.5,23.7,,1123,
9/21/2023,0,,,,,,7.9,,29.2,23.9,,1101,
9/22/2023,0,,,,,,8.1,,29.8,23.5,,1114,
9/23/2023,0,1012.4,69.45,1126.95,123.35,4.15,7.3,28.3,28.8,22.9,33.78,29.64,
9/24/2023,0,,,,,,7.9,,29.7,23.6,,1162,
9/25/2023,0,1010.8,71.8,1100.85,142.65,3.7,6.4,29.05,29.6,24.9,34.44,19.65,
9/26/2023,0,,,,,,8.4,,29.4,24.3,,1239,
9/27/2023,0.4,,,,,,7.3,,30,24.8,,1138,
9/28/2023,0,,,,,,8,,29.9,25.3,,1118,
9/29/2023,0,1011.9,72.2,1106.95,129.4,3.14,6.5,29.59,30.5,25.3,34.38,34.38,
9/30/2023,0,1013.41,66.6,1079.85,156.3,4.88,7.4,29.87,30.2,24.3,34.3,34.3,
10/1/2023,0,,,,,,7,,30.8,23.7,,1140,
10/2/2023,0,,,,,,6.9,,31.1,24.7,,1138,
10/3/2023,1.2,,,,,,7.4,,30.2,24.2,,1401,
10/4/2023,0,,,,,,6.2,,31.3,24.8,,1178,
10/5/2023,3.2,,,,,,7.1,,31,25.3,,1121,
10/6/2023,0,,,,,,8.9,,31,25.1,,1273,
10/7/2023,0,,,,,,8.5,,31.2,25.6,,1106,
10/8/2023,0,,,,,,6.2,,31,25.9,,1195,
10/9/2023,0,,,,,,7.6,,30.4,25.7,,1079,
10/10/2023,0,,,,,,6.5,,30.1,25.1,,1072,
10/11/2023,0,,,,,,7.6,,29.3,23.4,,1258,
10/12/2023,0,,,,,,7,,30.4,23.4,,1099,
10/13/2023,0,,,,,,6.6,,30.3,24.6,,1099,
10/14/2023,0,,,,,,6.9,,30.8,25.5,,1088,
10/15/2023,1.8,,,,,,7.7,,30.6,25.9,,1112,
10/16/2023,0,,,,,,7.2,,30.6,25.4,,1119,
