tanggal,temp_max,temp_avg,temp_min,ev_pan,dew point,rh,ws_avg,ws_max,sr,pp_air
6/7/2023,34.3,30.5,27.7,2.7,25.2,73.6,2.9,5.7,0.7,1010.5
6/8/2023,33.2,29.8,26.8,6.3,24.9,74.8,3.1,6.7,7.9,1010.7
6/9/2023,33.2,30.2,27.2,3.1,25.6,76.6,2.3,4.6,6.9,1009.5
6/10/2023,32.2,29.6,26.8,9.6,25.4,78.2,2,5.1,9,1009.2
6/11/2023,32.8,29.9,27,5.2,24.7,73.6,2.1,4.6,8.2,1009.6
6/12/2023,33.4,30.1,27.4,5.9,25.1,74.4,2.9,6.2,9,1009.8
6/13/2023,33.8,30.5,27.9,5.7,25.9,76.6,2.1,4.1,7.1,1009.9
6/14/2023,32.9,30,27.7,3.8,25.6,77.3,1.7,4.6,7.7,1010.7
6/15/2023,32.7,29.7,26.4,4.2,25.3,77.1,2.3,6.2,7.7,1010.3
6/16/2023,27.3,26.2,25.6,4.8,24.6,90.9,1.4,4.6,4.6,1010.9
6/17/2023,31.1,28.5,25.7,2.8,24.9,81,1.3,4.1,0,1010.7
6/18/2023,31.4,29.2,27,1.3,25.7,81.8,1.6,4.6,2.1,1010.1
6/19/2023,30.9,27.3,25.4,3.6,25.2,88,0.7,3.1,4.8,1010.8
6/20/2023,32.7,29.6,26.2,5.3,25.3,77.7,2.9,4.6,2.9,1010.8
6/21/2023,32.1,29.9,27.4,2.9,25.6,77.8,2.3,5.1,7.1,1010.4
6/22/2023,33.4,29.8,27.3,4.2,25.5,77.8,1.7,4.6,7.3,1009.8
6/23/2023,33.4,29.8,26.6,4.6,25.5,78.2,1.9,5.7,6.7,1009.4
6/24/2023,31.8,29.2,26.6,4.3,25.9,82.2,0.9,3.6,7.2,1008.8
6/25/2023,31.6,28.4,26.4,2.6,25.1,82.6,1.6,4.6,7.7,1009.2
6/26/2023,31.3,29,26.6,4.9,25.5,81.2,1.2,3.1,6.2,1009.8
6/27/2023,32.1,28.9,26.4,5.4,24.5,77.5,1.7,5.1,8.6,1010.8
6/28/2023,32.4,29.1,25.8,6.2,24.5,76.2,1.8,5.1,7.9,1011.1
6/29/2023,32.4,29.3,26.6,10.3,25.1,78.1,0.9,3.1,8.9,1010.1
6/30/2023,32,29.8,27.2,4.7,25.2,76.7,1.9,7,8.2,1010.2
7/1/2023,32.2,29.8,27.8,3.1,25.7,78.8,0.8,3.6,7.3,1011.1
7/2/2023,31.8,29.2,27.4,6,25.5,80.3,1.2,5.1,5.2,1011.5
7/3/2023,31.9,29.5,27,5.1,25,76.7,1,4.6,1.7,1010.5
7/4/2023,32.6,29.7,26.9,1.4,24.8,75.1,2.6,5.7,5.1,1009.6
7/5/2023,33.2,30.1,27.2,4.6,25,74,1.3,5.7,8.6,1009.7
7/6/2023,29.2,27.8,26.2,5.8,25.7,88.2,0.6,3.1,8.2,1011.2
7/7/2023,30.2,27,25.8,0,24.7,86.9,1.4,5.7,0.1,1012.1
7/8/2023,31.9,28.4,26,5.2,24.8,80.8,2,6.7,1.7,1011.7
7/9/2023,33.1,29.5,26.1,3.3,24.9,76.5,3.5,7.7,3,1009.9
7/10/2023,33.4,29.5,26.7,4.4,24.8,75.7,3.5,7.7,6.5,1010.4
7/12/2023,32,29.7,27,2.9,25,75.7,0.9,2.6,8.7,1011.1
7/13/2023,32.8,29.6,27,6.5,24.4,73.5,0.8,3.6,8.3,1011.1
7/14/2023,32.5,29.7,27.4,4.4,24.9,75.3,1.7,5.7,5.5,1010.8
7/15/2023,32.2,29.5,27,5.4,24.9,76.5,1.2,4.6,9.3,1010.8
7/16/2023,32,29.6,27.2,5.8,24.3,73.4,1.8,4.6,6.3,1010
7/17/2023,32,29.4,26.2,3.3,24.3,74,2.1,5.7,7.4,1009.6
7/18/2023,33,29.4,25.2,2.1,23.1,69.2,2.6,5.1,9.1,1010.2
7/19/2023,34.4,29.5,25.8,9.9,22.8,67.1,2,5.7,9.2,1009.4
7/20/2023,32,29.1,26,4.6,22.6,68.2,0.8,3.6,10.1,1010.6
7/21/2023,31.6,29.2,27.1,6.4,23.8,72.6,1.1,4.1,6.6,1011.5
7/23/2023,32.6,29.4,26.6,5.4,24.3,74.3,3,7.2,8,1011.1
7/24/2023,31.2,28.4,26.4,4,25.1,82.3,1.2,6.2,8,1011.5
7/25/2023,31,28.7,25.8,4.6,24.6,78.7,1.1,4.6,5.7,1011.7
7/27/2023,31.4,29.2,26.6,1.2,24.2,74.7,1.7,5.7,4.2,1011.7
7/28/2023,33.8,29.4,26.4,2.8,22.9,68.1,3.4,5.7,2.7,1011.4
7/29/2023,32.7,29,26.4,4.2,23.2,71,2.9,8.2,8.8,1011.5
7/30/2023,33,28.8,25,6.5,22.8,69.9,2.6,5.7,8.6,1011.3
7/31/2023,32.8,28.9,25.4,8.9,24.3,76.5,3,6.2,7.8,1011
