tanggal,tomang,sukapura,pulomas,manggarai,lebak bulus,kemayoran,kelapa gading,ciganjur,istana,manggarai2,sunter kodamar,sunter rawabadak,rorotan,bandara halim,pakubuwono,ragunan,pasar minggu,kapuk,kedoya selatan,pulo gadung,sunter hulu,setiabudi,waduk melati,cideng,karet,teluk gong
6/10/2023,1.4,0,0,0.2,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
6/11/2023,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,1,3,0,0,0,2,0,0,0,0,0
6/15/2023,0.2,0,0,0,9.4,0,0,2.8,0,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,0
6/16/2023,6.6,0,10.2,19.8,1,5.2,7.4,1,9,23,0,2.5,0,3.2,10,1.5,1,7,19,9,0,26,19,21,23,5
6/17/2023,6.6,1.6,2.4,12.6,7.6,26.4,3,8.8,11,29,11,12,14.5,12.4,30,34,29,10,11,29,12,42,27,14,12.5,10
6/18/2023,0,0,0,0,0.2,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,25,15.5,11,0,,0,0,0,0,0,0,1
6/20/2023,1,8.6,0.4,0,0.2,30,74.8,0.8,16,19,36,62,10.5,49.5,7,12.5,27,18,22,27,13,21,17,19,17.5,0
6/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2023,0,0,0.8,0,10.2,0.8,0,0,10,26,3,0,0,,48,2,8,0,16,7,0,31,25,16,35,3
6/23/2023,0.2,0,0,0.2,0.2,0,0,0,0,15,0,0,0,,2.5,0,0,0,2.6,0,0,13,20,4,20,0
6/24/2023,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0,,0,0,0,0,2.8,0,0,1,0,3,0,22
6/25/2023,0,0,0,0,0,0,0,0,25,3,0,2,2.6,,0,1,0,0,0,0,7,9,24,34,31,0
6/26/2023,5.4,,0,0.4,0.4,0,0,11.2,3,3,0,5,0,,0,12,30,6,26,0,48,2,3,13,6,4
6/27/2023,0,0,0,0,0,0,0,13.6,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,6.5,,0,4.5,0,4,0,0,0,0,0
6/29/2023,0,,,,,,0,0,0,27,0,1,0,,2,3,0,0,0,48,4,1,0,0,0,0
6/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,7
7/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.4,0,0,0,0,0,0,0
7/2/2023,0,9.8,0,0,0,0,0,23.2,0,2,0,0,14.4,55.1,0,7.5,3,0,10.2,8,0,0,0,0,0,0
7/3/2023,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1.5,0,0,0,1.2,0,0,1,0,0,0,0
7/4/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
7/5/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,0,0,0,0
7/6/2023,0,0,0,0,0,1,0,0,0,0,0,0,0,30.4,0,13,11,0,4.4,0,0,0,0,0,0,0
7/7/2023,0.2,22,0,3.4,0,0,0,0,2,10,5,8,32.5,3.8,9,1.5,10,2,1.9,0,0,50,27,2,11,3
7/8/2023,0,7.6,0.8,2,36.2,0.6,9.4,7,0,0,0,1,49.4,1.6,13,87,77.5,6,0.4,43,7,7,1,0,1.5,18
7/9/2023,0,0,0,0.2,0.8,0,0,0,0,3,0,0,0,2.8,0.8,1,,0,0.6,0,1,0,0,0,0,0
7/10/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0
7/13/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/15/2023,0,9,0,0.2,0.6,0,0,2,0,0,0,0.5,8,,0,1.5,0,0,0.4,0,0,0,0,0,0,1
7/16/2023,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2023,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/23/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/25/2023,0,0,1.2,0.6,0,0,5.2,0,2,5,15,2.5,0,5.2,0.2,0,0,0,,0,2,0,1,4,0,0
7/27/2023,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0
7/28/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/29/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/30/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
7/31/2023,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
